,model,k,mutations,kept,lost
221,LSTM_onehot_pretrained,1,1,0.9817417860031128,0.9801225662231444
222,LSTM_onehot_pretrained,1,2,0.96697598695755,0.9637743234634399
223,LSTM_onehot_pretrained,1,3,0.9544792175292968,0.9420915842056274
224,LSTM_onehot_pretrained,1,4,0.9377946257591248,0.9124727249145508
225,LSTM_onehot_pretrained,1,5,0.9108340740203856,0.8672817945480347
226,LSTM_onehot_pretrained,1,6,0.8739215135574341,0.8143235445022583
227,LSTM_onehot_pretrained,1,7,0.8329432606697083,0.7464043498039246
228,LSTM_onehot_pretrained,1,8,0.7952814102172852,0.6747505068778992
229,LSTM_onehot_pretrained,1,9,0.7393142580986023,0.5801237225532532
230,LSTM_onehot_pretrained,1,10,0.6879759430885315,0.4858151376247406
231,LSTM_onehot_pretrained,1,11,0.6223593354225159,0.3990066945552826
232,LSTM_onehot_pretrained,1,12,0.5634033679962158,0.3115860819816589
233,LSTM_onehot_pretrained,1,13,0.5041506886482239,0.2456263154745102
234,LSTM_onehot_pretrained,1,14,0.44144755601882935,0.16606691479682922
235,LSTM_onehot_pretrained,1,15,0.3807961046695709,0.1159343272447586
236,LSTM_onehot_pretrained,1,16,0.3229425251483917,0.07765903323888779
237,LSTM_onehot_pretrained,1,17,0.2714705169200897,0.045047614723443985
238,LSTM_onehot_pretrained,1,18,0.22543804347515106,0.027339044958353043
239,LSTM_onehot_pretrained,1,19,0.18454986810684204,0.015582473017275332
240,CNN_onehot,2,0,0.9660277366638184,0.9660277366638184
241,CNN_onehot,2,1,0.9591286778450012,0.9576269388198853
242,CNN_onehot,2,2,0.9471820592880248,0.9462285041809082
243,CNN_onehot,2,3,0.9295387268066406,0.9299014210700988
244,CNN_onehot,2,4,0.9116962552070618,0.9082813262939452
245,CNN_onehot,2,5,0.8839947581291199,0.8821626305580139
246,CNN_onehot,2,6,0.845460057258606,0.841365396976471
247,CNN_onehot,2,7,0.8041777610778809,0.8109925985336304
248,CNN_onehot,2,8,0.7553779482841492,0.7619338631629944
249,CNN_onehot,2,9,0.7081106901168823,0.7033080458641052
250,CNN_onehot,2,10,0.6406430602073669,0.6495984196662903
251,CNN_onehot,2,11,0.5878298282623291,0.5797523260116577
252,CNN_onehot,2,12,0.5286564826965332,0.5260257124900818
253,CNN_onehot,2,13,0.4639639556407929,0.4621312618255615
254,CNN_onehot,2,14,0.4088694453239441,0.39748215675354
255,CNN_onehot,2,15,0.3442363440990448,0.3300089836120605
256,CNN_onehot,2,16,0.28926151990890503,0.2682367563247681
257,CNN_onehot,2,17,0.24209487438201904,0.21038596332073206
258,CNN_onehot,2,18,0.1968510001897812,0.1694004386663437
259,CNN_onehot,2,19,0.15508009493350985,0.11579447239637375
260,CNN_onehot_pretrained,2,0,0.993346095085144,0.993346095085144
261,CNN_onehot_pretrained,2,1,0.9855292439460754,0.9831601977348328
262,CNN_onehot_pretrained,2,2,0.9738734364509584,0.9701154232025146
263,CNN_onehot_pretrained,2,3,0.957932472229004,0.9456665515899658
264,CNN_onehot_pretrained,2,4,0.929901957511902,0.9100211858749392
265,CNN_onehot_pretrained,2,5,0.9027252197265624,0.8664441704750061
266,CNN_onehot_pretrained,2,6,0.8547989130020142,0.7962526679039001
267,CNN_onehot_pretrained,2,7,0.8166018724441528,0.7318955659866333
268,CNN_onehot_pretrained,2,8,0.7593675255775452,0.6573192477226257
269,CNN_onehot_pretrained,2,9,0.6998288631439209,0.5660895109176636
270,CNN_onehot_pretrained,2,10,0.6306573152542114,0.4675569832324982
271,CNN_onehot_pretrained,2,11,0.563687801361084,0.3758637607097626
272,CNN_onehot_pretrained,2,12,0.5043169856071472,0.3017292320728302
273,CNN_onehot_pretrained,2,13,0.4231301546096802,0.22008967399597168
274,CNN_onehot_pretrained,2,14,0.368845671415329,0.17234718799591064
275,CNN_onehot_pretrained,2,15,0.30451929569244385,0.11069399118423462
276,CNN_onehot_pretrained,2,16,0.2516012489795685,0.07696907222270966
277,CNN_onehot_pretrained,2,17,0.20125456154346466,0.048104505985975266
278,CNN_onehot_pretrained,2,18,0.1647081971168518,0.02888727374374866
279,CNN_onehot_pretrained,2,19,0.12585553526878354,0.01413057092577219
280,CNN_matrix,2,0,0.936634123325348,0.936634123325348
281,CNN_matrix,2,1,0.9211605191230774,0.917243719100952
282,CNN_matrix,2,2,0.8937403559684753,0.8906855583190918
283,CNN_matrix,2,3,0.8603421449661255,0.8509451746940613
284,CNN_matrix,2,4,0.8118432760238647,0.8073966503143309
285,CNN_matrix,2,5,0.7649076581001282,0.7451112270355225
286,CNN_matrix,2,6,0.6993563175201416,0.667456328868866
287,CNN_matrix,2,7,0.6309258341789246,0.5959298014640808
288,CNN_matrix,2,8,0.569250762462616,0.525534987449646
289,CNN_matrix,2,9,0.49763476848602295,0.4270769655704498
290,CNN_matrix,2,10,0.4358424842357636,0.3594304621219635
291,CNN_matrix,2,11,0.37809881567955017,0.2953063249588013
292,CNN_matrix,2,12,0.33293023705482483,0.2339082956314087
293,CNN_matrix,2,13,0.26375904679298395,0.1711295247077942
294,CNN_matrix,2,14,0.2332099676132202,0.13089139759540558
295,CNN_matrix,2,15,0.18525449931621552,0.08524847030639647
296,CNN_matrix,2,16,0.14731216430664062,0.06588748097419739
297,CNN_matrix,2,17,0.13012012839317322,0.04180625453591347
298,CNN_matrix,2,18,0.10265112668275833,0.03379463404417038
299,CNN_matrix,2,19,0.08427539467811583,0.017759727314114567
300,CNN_matrix_pretrained,2,0,0.9910630583763124,0.9910630583763124
301,CNN_matrix_pretrained,2,1,0.9868046045303344,0.9721826314926147
302,CNN_matrix_pretrained,2,2,0.9826148152351379,0.919384241104126
303,CNN_matrix_pretrained,2,3,0.9789499044418336,0.8022093176841736
304,CNN_matrix_pretrained,2,4,0.9713795185089112,0.6361430287361145
305,CNN_matrix_pretrained,2,5,0.9546411633491516,0.4525314271450043
306,CNN_matrix_pretrained,2,6,0.9450398087501526,0.3064265847206116
307,CNN_matrix_pretrained,2,7,0.9386117458343506,0.18965688347816467
308,CNN_matrix_pretrained,2,8,0.9256344437599182,0.11547696590423585
309,CNN_matrix_pretrained,2,9,0.911732017993927,0.0643506795167923
310,CNN_matrix_pretrained,2,10,0.8953539729118347,0.037034887820482254
311,CNN_matrix_pretrained,2,11,0.8864542841911316,0.021696215495467186
312,CNN_matrix_pretrained,2,12,0.8730226159095764,0.0140015771612525
313,CNN_matrix_pretrained,2,13,0.8546968102455139,0.006555272731930018
314,CNN_matrix_pretrained,2,14,0.8506703376770021,0.003680823603644967
315,CNN_matrix_pretrained,2,15,0.8319494724273682,0.0018166515510529282
316,CNN_matrix_pretrained,2,16,0.8242499828338623,0.0013392800465226171
317,CNN_matrix_pretrained,2,17,0.8060731291770935,0.0014352357247844338
318,CNN_matrix_pretrained,2,18,0.7879408597946167,0.0014523719437420368
319,CNN_matrix_pretrained,2,19,0.7810618281364441,0.0016793935792520642
320,LSTM_onehot,2,0,0.9571731686592102,0.9571731686592102
321,LSTM_onehot,2,1,0.9414920210838318,0.9377973079681396
322,LSTM_onehot,2,2,0.914945423603058,0.913825750350952
323,LSTM_onehot,2,3,0.8842338919639587,0.8842964768409729
324,LSTM_onehot,2,4,0.8532973527908325,0.8580312132835388
325,LSTM_onehot,2,5,0.8130761384963989,0.8163166642189026
326,LSTM_onehot,2,6,0.7594339847564697,0.7605067491531372
327,LSTM_onehot,2,7,0.7121647596359253,0.7176081538200378
328,LSTM_onehot,2,8,0.6458171606063843,0.6676531434059143
329,LSTM_onehot,2,9,0.5851379632949829,0.5996097326278687
330,LSTM_onehot,2,10,0.5228686928749084,0.5389840602874756
331,LSTM_onehot,2,11,0.460630863904953,0.4816696047782898
332,LSTM_onehot,2,12,0.4017680883407593,0.4158182144165039
333,LSTM_onehot,2,13,0.340594619512558,0.3552890419960022
334,LSTM_onehot,2,14,0.29361191391944885,0.3024439215660095
335,LSTM_onehot,2,15,0.2446956187486649,0.24714919924736026
336,LSTM_onehot,2,16,0.19672560691833496,0.20116646587848666
337,LSTM_onehot,2,17,0.15957115590572354,0.15195640921592712
338,LSTM_onehot,2,18,0.12334131449460985,0.12125206738710405
339,LSTM_onehot,2,19,0.10073529183864594,0.08245721459388733
340,LSTM_onehot_pretrained,2,0,0.9938325881958008,0.9938325881958008
341,LSTM_onehot_pretrained,2,1,0.9859113097190856,0.9827956557273864
342,LSTM_onehot_pretrained,2,2,0.9740505218505859,0.9704143404960632
343,LSTM_onehot_pretrained,2,3,0.9658820629119872,0.9540647268295288
344,LSTM_onehot_pretrained,2,4,0.9472256302833556,0.9255688786506652
345,LSTM_onehot_pretrained,2,5,0.923272669315338,0.8865435719490051
346,LSTM_onehot_pretrained,2,6,0.8915560841560364,0.8347989320755005
347,LSTM_onehot_pretrained,2,7,0.8644067049026489,0.7800383567810059
348,LSTM_onehot_pretrained,2,8,0.8165019750595093,0.7108856439590454
349,LSTM_onehot_pretrained,2,9,0.7731754183769226,0.6267975568771362
350,LSTM_onehot_pretrained,2,10,0.7153386473655701,0.541244626045227
351,LSTM_onehot_pretrained,2,11,0.6654772758483887,0.4555922448635101
352,LSTM_onehot_pretrained,2,12,0.6163833737373352,0.38249629735946655
353,LSTM_onehot_pretrained,2,13,0.5498637557029724,0.2940470278263092
354,LSTM_onehot_pretrained,2,14,0.4952786564826965,0.2281911373138428
355,LSTM_onehot_pretrained,2,15,0.4397742748260498,0.1648203581571579
356,LSTM_onehot_pretrained,2,16,0.3853876888751984,0.11381898820400238
357,LSTM_onehot_pretrained,2,17,0.3266075849533081,0.07076749205589294
358,LSTM_onehot_pretrained,2,18,0.27972760796546936,0.04901503771543503
359,LSTM_onehot_pretrained,2,19,0.2361178398132324,0.023922326043248177
360,CNN_onehot,3,0,0.9792889952659608,0.9792889952659608
361,CNN_onehot,3,1,0.9741051197052002,0.9737743139266968
362,CNN_onehot,3,2,0.9652873873710632,0.9648340940475464
363,CNN_onehot,3,3,0.9514162540435792,0.9493870139122008
364,CNN_onehot,3,4,0.933520257472992,0.933651864528656
365,CNN_onehot,3,5,0.912742018699646,0.9091320037841796
366,CNN_onehot,3,6,0.8769940733909607,0.879106342792511
367,CNN_onehot,3,7,0.8530754446983337,0.8442767262458801
368,CNN_onehot,3,8,0.8133533000946045,0.8033657670021057
369,CNN_onehot,3,9,0.7576176524162292,0.7561637759208679
370,CNN_onehot,3,10,0.7074202895164491,0.6979886889457703
371,CNN_onehot,3,11,0.6580363512039185,0.6480643153190613
372,CNN_onehot,3,12,0.5935553908348083,0.5716915130615234
373,CNN_onehot,3,13,0.5286158919334412,0.5221467018127441
374,CNN_onehot,3,14,0.4679001867771149,0.4429565072059631
375,CNN_onehot,3,15,0.40816375613212585,0.3744467794895172
376,CNN_onehot,3,16,0.3460852801799774,0.30703410506248474
377,CNN_onehot,3,17,0.2838083803653717,0.2426678240299225
378,CNN_onehot,3,18,0.22491003572940824,0.19225062429904932
379,CNN_onehot,3,19,0.1749727427959442,0.1337926834821701
380,CNN_onehot_pretrained,3,0,0.9995594024658204,0.9995594024658204
381,CNN_onehot_pretrained,3,1,0.9982703924179076,0.9981555938720704
382,CNN_onehot_pretrained,3,2,0.9956842660903932,0.99315744638443
383,CNN_onehot_pretrained,3,3,0.9854094386100768,0.9778264760971068
384,CNN_onehot_pretrained,3,4,0.9706105589866638,0.9613165259361268
385,CNN_onehot_pretrained,3,5,0.9552368521690368,0.9308249950408936
386,CNN_onehot_pretrained,3,6,0.922907292842865,0.8854936957359314
387,CNN_onehot_pretrained,3,7,0.8860402107238771,0.8259512782096863
388,CNN_onehot_pretrained,3,8,0.8377692699432373,0.7575319409370422
389,CNN_onehot_pretrained,3,9,0.7791588306427002,0.6823210716247559
390,CNN_onehot_pretrained,3,10,0.7276077866554259,0.5964410305023193
391,CNN_onehot_pretrained,3,11,0.6716152429580688,0.5052815079689026
392,CNN_onehot_pretrained,3,12,0.5948371887207031,0.3964426517486572
393,CNN_onehot_pretrained,3,13,0.5173489451408386,0.3280918896198273
394,CNN_onehot_pretrained,3,14,0.4648315906524658,0.23419591784477234
395,CNN_onehot_pretrained,3,15,0.3914299309253693,0.17311669886112213
396,CNN_onehot_pretrained,3,16,0.3154122531414032,0.11819346994161604
397,CNN_onehot_pretrained,3,17,0.2558799386024475,0.0851316750049591
398,CNN_onehot_pretrained,3,18,0.196546271443367,0.048260919749736786
399,CNN_onehot_pretrained,3,19,0.1492432802915573,0.0276784785091877
400,CNN_matrix,3,0,0.9424597024917604,0.9424597024917604
