,model,k,mutations,kept,lost,diff_abs,diff_rel
0,CNN_onehot,0,0,0.9232188952205482,0.9232188952205482,0.0,0.0
1,CNN_onehot,1,0,0.9294411428633056,0.9294411421537266,7.095789511524231e-10,7.634468612849332e-10
2,CNN_onehot,2,0,0.8200925872752479,0.8200925861065295,1.1687184553466068e-09,1.4251054780700656e-09
3,CNN_onehot,3,0,0.8744659130563858,0.8744659130563858,0.0,0.0
4,CNN_onehot,4,0,0.8333109989365999,0.8333109989365999,0.0,0.0
5,CNN_onehot,5,0,0.8451315804344156,0.8451315812442614,-8.098457460192776e-10,-9.582481474978977e-10
6,CNN_onehot,6,0,0.8986434917496418,0.8986434917496418,0.0,0.0
7,CNN_onehot,7,0,0.8885782153007731,0.8885782153007731,0.0,0.0
8,CNN_onehot,8,0,0.8771218307071713,0.8771218325133727,-1.806201410659014e-09,-2.059236559048827e-09
9,CNN_onehot,9,0,0.8927612797782309,0.8927612804261077,-6.478767522466455e-10,-7.256999445814927e-10
10,CNN_onehot,0,1,0.9078009913311637,0.9100721172093812,-0.002271125878217539,-0.002501788277282202
11,CNN_onehot,1,1,0.9092429714843756,0.9127089387086768,-0.0034659672243011475,-0.0038119263310254503
12,CNN_onehot,2,1,0.8063731981928345,0.8119049195955003,-0.005531721402665779,-0.006860001566350249
13,CNN_onehot,3,1,0.8546852468663055,0.8568393698511406,-0.002154122984835083,-0.0025203699171516547
14,CNN_onehot,4,1,0.8228272094516784,0.8238448360948064,-0.001017626643127989,-0.001236744035003623
15,CNN_onehot,5,1,0.8420808682461147,0.8356202896873373,0.006460578558777463,0.007672159293006575
16,CNN_onehot,6,1,0.8707332210868971,0.8769915015780531,-0.006258280491155954,-0.007187368460966681
17,CNN_onehot,7,1,0.8740398045849044,0.8795407597656887,-0.005500955180784306,-0.0062937124281161605
18,CNN_onehot,8,1,0.8540354355984691,0.8595262744435759,-0.005490838845106816,-0.006429286908053333
19,CNN_onehot,9,1,0.8782580773184157,0.8779616901300091,0.0002963871884065217,0.0003374716339774597
20,CNN_onehot,0,2,0.8913070456638905,0.9034363712033918,-0.012129325539501301,-0.013608470390208627
21,CNN_onehot,1,2,0.8892796490601973,0.8890472602057603,0.00023238885443699342,0.0002613225824773524
22,CNN_onehot,2,2,0.7961970473937934,0.8022727864557038,-0.00607573906191039,-0.007630948999117981
23,CNN_onehot,3,2,0.8301498123026716,0.8413282073696482,-0.011178395066976599,-0.013465515382060866
24,CNN_onehot,4,2,0.8102934563902359,0.8164558828048778,-0.0061624264146419305,-0.007605178551107761
25,CNN_onehot,5,2,0.8260962004125442,0.8295884453138147,-0.003492244901270536,-0.004227407049598453
26,CNN_onehot,6,2,0.8432485903790187,0.8550528435270205,-0.01180425314800182,-0.013998544773963006
27,CNN_onehot,7,2,0.8644634558975829,0.8702290339170128,-0.0057655780194298956,-0.006669545115060238
28,CNN_onehot,8,2,0.8403402640976588,0.8409654027518976,-0.0006251386542387438,-0.0007439113427583077
29,CNN_onehot,9,2,0.8538989555579948,0.8608692370992883,-0.006970281541293533,-0.008162888004399349
30,CNN_onehot,0,3,0.8876500621701227,0.8948022234604518,-0.00715216129032914,-0.008057410904521944
31,CNN_onehot,1,3,0.8711984098615896,0.8688056323757717,0.0023927774858178985,0.0027465356441571664
32,CNN_onehot,2,3,0.7834951063692571,0.7929075752285619,-0.009412468859304801,-0.012013436692569046
33,CNN_onehot,3,3,0.8130796517575746,0.8198604698777544,-0.006780818120179832,-0.00833967263296076
34,CNN_onehot,4,3,0.7898800648622027,0.8072188957056905,-0.01733883084348775,-0.021951219703857827
35,CNN_onehot,5,3,0.8094587604940423,0.8206738729191863,-0.011215112425143947,-0.013855075727760235
36,CNN_onehot,6,3,0.8257390453703835,0.8424727210688228,-0.01673367569843931,-0.020265089548882287
37,CNN_onehot,7,3,0.8391490388419863,0.8586476147812201,-0.019498575939233764,-0.023236129741793565
38,CNN_onehot,8,3,0.8206954704036291,0.8316017019976344,-0.010906231594005278,-0.013289011560696729
39,CNN_onehot,9,3,0.8298853585435806,0.8508090137888717,-0.02092365524529116,-0.025212705622390308
40,CNN_onehot,0,4,0.8656058860499732,0.8712341238761997,-0.0056282378262264565,-0.006502078967958402
41,CNN_onehot,1,4,0.8562723706523143,0.8558742077952909,0.0003981628570234319,0.00046499556761370187
42,CNN_onehot,2,4,0.7699264902847283,0.7734072993650581,-0.003480809080329883,-0.0045209628766542664
43,CNN_onehot,3,4,0.8075302675343728,0.8166076490345101,-0.00907738150013726,-0.011240917975561704
44,CNN_onehot,4,4,0.7784541655659348,0.7920370071935348,-0.013582841627599929,-0.017448479600241207
45,CNN_onehot,5,4,0.8068508398581158,0.8079252335463685,-0.0010743936882526839,-0.0013315889817275828
46,CNN_onehot,6,4,0.8111527640004079,0.8237665026984263,-0.012613738698018406,-0.015550386139117078
47,CNN_onehot,7,4,0.8296518852794403,0.8518402678578779,-0.022188382578437582,-0.02674420798907029
48,CNN_onehot,8,4,0.8037915367386018,0.8186111413718512,-0.014819604633249384,-0.01843712449795154
49,CNN_onehot,9,4,0.8086730697993939,0.8238034596905495,-0.01513038989115556,-0.01871014437875229
50,CNN_onehot,0,5,0.8435829982937624,0.8676283379990184,-0.02404533970525602,-0.028503822094435582
51,CNN_onehot,1,5,0.8510923235363902,0.8543432733801201,-0.0032509498437298667,-0.0038197381809552677
52,CNN_onehot,2,5,0.7644816128734923,0.7772439198234142,-0.012762306949921975,-0.016694066587097822
