,model,k,mutations,section,base,diff_abs,diff_rel
54,CNN_onehot,6,strech_right,0.4105537317599767,0.8986434917496418,0.48808975998966503,0.5431405940962901
55,CNN_onehot,6,pad_right,0.8873571862923949,0.8986434917496418,0.011286305457246848,0.012559269121587446
56,CNN_onehot,7,base,0.8885782147732983,0.8885782147732983,0.0,0.0
57,CNN_onehot,7,pad_left,0.8579876572926664,0.8885782147732983,0.030590557480631997,0.03442640948432041
58,CNN_onehot,7,stretch_left,0.8529018120823708,0.8885782147732983,0.03567640269092753,0.04014998578378337
59,CNN_onehot,7,stem_left,0.8774849924739659,0.8885782147732983,0.011093222299332406,0.012484238432699635
60,CNN_onehot,7,loop,0.9003386282705452,0.8885782147732983,-0.01176041349724688,-0.013235090959603735
61,CNN_onehot,7,stem_right,0.8633099632370657,0.8885782147732983,0.02526825153623269,0.028436721850849445
62,CNN_onehot,7,strech_right,0.3736591733200888,0.8885782147732983,0.5149190414532095,0.5794864570077043
63,CNN_onehot,7,pad_right,0.8722614186329651,0.8885782147732983,0.016316796140333212,0.018362813615114493
64,CNN_onehot,8,base,0.8771218313092385,0.8771218313092385,0.0,0.0
65,CNN_onehot,8,pad_left,0.8432143121826077,0.8771218313092385,0.033907519126630814,0.038657707420209464
66,CNN_onehot,8,stretch_left,0.828671650328871,0.8771218313092385,0.04845018098036746,0.055237686773852324
67,CNN_onehot,8,stem_left,0.8550491712401035,0.8771218313092385,0.022072660069134997,0.025164873659783593
68,CNN_onehot,8,loop,0.8822508935051459,0.8771218313092385,-0.0051290621959073635,-0.0058476052160867376
69,CNN_onehot,8,stem_right,0.8415932392444374,0.8771218313092385,0.03552859206480108,0.04050588047930492
70,CNN_onehot,8,strech_right,0.35413336297748016,0.8771218313092385,0.5229884683317583,0.5962552175347386
71,CNN_onehot,8,pad_right,0.8656272862288437,0.8771218313092385,0.011494545080394825,0.013104844355814826
72,CNN_onehot,9,base,0.8927612810739842,0.8927612810739842,0.0,0.0
73,CNN_onehot,9,pad_left,0.8640510198005571,0.8927612810739842,0.02871026127342713,0.03215894537774866
74,CNN_onehot,9,stretch_left,0.8310653948272322,0.8927612810739842,0.06169588624675204,0.0691068122628844
75,CNN_onehot,9,stem_left,0.868834973587587,0.8927612810739842,0.023926307486397236,0.026800341808746575
76,CNN_onehot,9,loop,0.9011773329383383,0.8927612810739842,-0.008416051864354124,-0.009426990218739828
77,CNN_onehot,9,stem_right,0.8615324826107995,0.8927612810739842,0.031228798463184715,0.03498000991442718
78,CNN_onehot,9,strech_right,0.38318590401719066,0.8927612810739842,0.5095753770567936,0.5707857048233305
79,CNN_onehot,9,pad_right,0.8756943440294244,0.8927612810739842,0.01706693704455986,0.01911702199274201
80,CNN_onehot_pretrained,0,base,0.9557245912090424,0.9557245912090424,0.0,0.0
81,CNN_onehot_pretrained,0,pad_left,0.9259826098451904,0.9557245912090424,0.029741981363851977,0.031119824306526156
82,CNN_onehot_pretrained,0,stretch_left,0.9281969455641604,0.9557245912090424,0.02752764564488197,0.02880290608621683
83,CNN_onehot_pretrained,0,stem_left,0.8968296695459304,0.9557245912090424,0.058894921663112054,0.06162331931692455
84,CNN_onehot_pretrained,0,loop,0.9587853507168832,0.9557245912090424,-0.0030607595078407934,-0.003202553890518489
85,CNN_onehot_pretrained,0,stem_right,0.8645734851391682,0.9557245912090424,0.0911511060698742,0.09537382098179892
86,CNN_onehot_pretrained,0,strech_right,0.4803978915364633,0.9557245912090424,0.4753266996725791,0.497346938694196
87,CNN_onehot_pretrained,0,pad_right,0.9459498730733472,0.9557245912090424,0.009774718135695193,0.010227546958198164
88,CNN_onehot_pretrained,1,base,0.9173482480192824,0.9173482480192824,0.0,0.0
89,CNN_onehot_pretrained,1,pad_left,0.8813411712746269,0.9173482480192824,0.03600707674465553,0.039251262344917714
90,CNN_onehot_pretrained,1,stretch_left,0.8838460855437295,0.9173482480192824,0.03350216247555293,0.03652065891867129
91,CNN_onehot_pretrained,1,stem_left,0.844227025218101,0.9173482480192824,0.07312122280118138,0.07970933934747582
92,CNN_onehot_pretrained,1,loop,0.9239035141018648,0.9173482480192824,-0.006555266082582389,-0.007145886087139175
93,CNN_onehot_pretrained,1,stem_right,0.8014504521748879,0.9173482480192824,0.11589779584439452,0.12634001982849852
94,CNN_onehot_pretrained,1,strech_right,0.4648358883785217,0.9173482480192824,0.4525123596407607,0.49328306956253
95,CNN_onehot_pretrained,1,pad_right,0.9057175023270594,0.9173482480192824,0.011630745692222999,0.012678659077766663
96,CNN_onehot_pretrained,2,base,0.9255109122022986,0.9255109122022986,0.0,0.0
97,CNN_onehot_pretrained,2,pad_left,0.9027983060070112,0.9255109122022986,0.022712606195287477,0.024540614157905205
98,CNN_onehot_pretrained,2,stretch_left,0.9046344173685618,0.9255109122022986,0.02087649483373688,0.022556724678761686
99,CNN_onehot_pretrained,2,stem_left,0.8583209523390918,0.9255109122022986,0.06718995986320686,0.0725976960156256
100,CNN_onehot_pretrained,2,loop,0.9283896775103594,0.9255109122022986,-0.002878765308060749,-0.0031104606872873752
101,CNN_onehot_pretrained,2,stem_right,0.8228994607389752,0.9255109122022986,0.1026114514633234,0.11087006118507492
102,CNN_onehot_pretrained,2,strech_right,0.4539439947434147,0.9255109122022986,0.47156691745888396,0.5095206455608041
103,CNN_onehot_pretrained,2,pad_right,0.919177511145872,0.9255109122022986,0.006333401056426657,0.006843140337865927
104,CNN_onehot_pretrained,3,base,0.8764183375994664,0.8764183375994664,0.0,0.0
105,CNN_onehot_pretrained,3,pad_left,0.8432330421796376,0.8764183375994664,0.03318529541982884,0.03786467488884848
106,CNN_onehot_pretrained,3,stretch_left,0.8394896188535089,0.8764183375994664,0.03692871874595749,0.04213594942240284
107,CNN_onehot_pretrained,3,stem_left,0.8049329019088517,0.8764183375994664,0.07148543569061472,0.08156542671895162
108,CNN_onehot_pretrained,3,loop,0.8830782683412698,0.8764183375994664,-0.006659930741803377,-0.007599031713604987
109,CNN_onehot_pretrained,3,stem_right,0.7712955132439807,0.8764183375994664,0.1051228243554857,0.11994594344456544
110,CNN_onehot_pretrained,3,strech_right,0.4523345140088264,0.8764183375994664,0.42408382359064,0.48388287350561043
111,CNN_onehot_pretrained,3,pad_right,0.8664725812946893,0.8764183375994664,0.00994575630477712,0.011348183713292492
112,CNN_onehot_pretrained,4,base,0.9157754656799296,0.9157754656799296,0.0,0.0
113,CNN_onehot_pretrained,4,pad_left,0.8937698492476492,0.9157754656799296,0.022005616432280384,0.024029488948955402
114,CNN_onehot_pretrained,4,stretch_left,0.879378274903494,0.9157754656799296,0.03639719077643566,0.03974466683207334
115,CNN_onehot_pretrained,4,stem_left,0.8489900058426015,0.9157754656799296,0.06678545983732809,0.07292776705667947
116,CNN_onehot_pretrained,4,loop,0.9180903751429512,0.9157754656799296,-0.002314909463021597,-0.0025278133666781777
117,CNN_onehot_pretrained,4,stem_right,0.8226726263710331,0.9157754656799296,0.09310283930889651,0.10166557502146123
118,CNN_onehot_pretrained,4,strech_right,0.5695895614092575,0.9157754656799296,0.3461859042706721,0.37802487317526223
119,CNN_onehot_pretrained,4,pad_right,0.9064101167696904,0.9157754656799296,0.009365348910239213,0.010226686847616961
120,CNN_onehot_pretrained,5,base,0.8617734241238593,0.8617734241238593,0.0,0.0
121,CNN_onehot_pretrained,5,pad_left,0.8326974727007547,0.8617734241238593,0.029075951423104596,0.033739670555129164
122,CNN_onehot_pretrained,5,stretch_left,0.8254132267094447,0.8617734241238593,0.03636019741441454,0.04219229370107458
123,CNN_onehot_pretrained,5,stem_left,0.7888864141904101,0.8617734241238593,0.07288700993344921,0.08457792720580981
124,CNN_onehot_pretrained,5,loop,0.8715319901360604,0.8617734241238593,-0.009758566012201153,-0.011323818696454158
125,CNN_onehot_pretrained,5,stem_right,0.7575817905454998,0.8617734241238593,0.10419163357835948,0.12090374414166716
126,CNN_onehot_pretrained,5,strech_right,0.486603577643805,0.8617734241238593,0.37516984648005425,0.4353462708153003
127,CNN_onehot_pretrained,5,pad_right,0.8530147122760791,0.8617734241238593,0.00875871184778021,0.010163590106860076
128,CNN_onehot_pretrained,6,base,0.9005503132785996,0.9005503132785996,0.0,0.0
129,CNN_onehot_pretrained,6,pad_left,0.8649820106934883,0.9005503132785996,0.03556830258511123,0.03949618589950743
130,CNN_onehot_pretrained,6,stretch_left,0.8750527570113166,0.9005503132785996,0.025497556267283006,0.028313305643584807
131,CNN_onehot_pretrained,6,stem_left,0.8505238729900341,0.9005503132785996,0.05002644028856551,0.05555096650451008
132,CNN_onehot_pretrained,6,loop,0.9204841294271332,0.9005503132785996,-0.019933816148533623,-0.02213514986848586
133,CNN_onehot_pretrained,6,stem_right,0.7891997567715416,0.9005503132785996,0.11135055650705794,0.12364723532399668
134,CNN_onehot_pretrained,6,strech_right,0.4332287346504865,0.9005503132785996,0.4673215786281131,0.5189288946297215
135,CNN_onehot_pretrained,6,pad_right,0.9088873040251514,0.9005503132785996,-0.008336990746551809,-0.009257662368912678
136,CNN_onehot_pretrained,7,base,0.9595878208633016,0.9595878208633016,0.0,0.0
137,CNN_onehot_pretrained,7,pad_left,0.921119770045038,0.9595878208633016,0.038468050818263655,0.04008809822498116
138,CNN_onehot_pretrained,7,stretch_left,0.9297154997390279,0.9595878208633016,0.029872321124273737,0.0311303670959463
139,CNN_onehot_pretrained,7,stem_left,0.8992026991878463,0.9595878208633016,0.06038512167545529,0.06292818683456125
140,CNN_onehot_pretrained,7,loop,0.9692682881886276,0.9595878208633016,-0.009680467325326014,-0.010088151511361332
141,CNN_onehot_pretrained,7,stem_right,0.8637461963369288,0.9595878208633016,0.09584162452637279,0.09987790845464051
142,CNN_onehot_pretrained,7,strech_right,0.5258157641644065,0.9595878208633016,0.4337720566988952,0.4520399772359015
143,CNN_onehot_pretrained,7,pad_right,0.9466729322981342,0.9595878208633016,0.012914888565167426,0.013458787496436142
144,CNN_onehot_pretrained,8,base,0.9377291932657379,0.9377291932657379,0.0,0.0
145,CNN_onehot_pretrained,8,pad_left,0.9229152801232208,0.9377291932657379,0.014813913142517121,0.015797645257183635
146,CNN_onehot_pretrained,8,stretch_left,0.9171603368987996,0.9377291932657379,0.020568856366938282,0.021934751007703146
147,CNN_onehot_pretrained,8,stem_left,0.8901208344421676,0.9377291932657379,0.047608358823570285,0.050769837566610576
148,CNN_onehot_pretrained,8,loop,0.9423399926613238,0.9377291932657379,-0.004610799395585952,-0.004916983953041187
149,CNN_onehot_pretrained,8,stem_right,0.8582492966234083,0.9377291932657379,0.07947989664232957,0.08475783543171211
150,CNN_onehot_pretrained,8,strech_right,0.529711581723077,0.9377291932657379,0.4080176115426609,0.43511241248840493
151,CNN_onehot_pretrained,8,pad_right,0.9336165010984376,0.9377291932657379,0.004112692167300258,0.004385799436378179
152,CNN_onehot_pretrained,9,base,0.8754956092528553,0.8754956092528553,0.0,0.0
153,CNN_onehot_pretrained,9,pad_left,0.8468811584150662,0.8754956092528553,0.02861445083778913,0.03268371712590157
154,CNN_onehot_pretrained,9,stretch_left,0.8226453596032629,0.8754956092528553,0.052850249649592396,0.06036609332021048
155,CNN_onehot_pretrained,9,stem_left,0.8057683826102352,0.8754956092528553,0.0697272266426201,0.07964314829873909
156,CNN_onehot_pretrained,9,loop,0.887804045348995,0.8754956092528553,-0.012308436096139741,-0.014058821044966363
157,CNN_onehot_pretrained,9,stem_right,0.7715115597306251,0.8754956092528553,0.10398404952223017,0.11877164022669373
158,CNN_onehot_pretrained,9,strech_right,0.4451348169174457,0.8754956092528553,0.4303607923354096,0.4915624793397626
159,CNN_onehot_pretrained,9,pad_right,0.8642532877497496,0.8754956092528553,0.011242321503105668,0.0128410941006315
160,CNN_matrix,0,base,0.9023279651438676,0.9023279651438676,0.0,0.0
161,CNN_matrix,0,pad_left,0.8909588712090659,0.9023279651438676,0.011369093934801677,0.012599735765685849
162,CNN_matrix,0,stretch_left,0.8292122136634578,0.9023279651438676,0.07311575148040983,0.08103012907147589
163,CNN_matrix,0,stem_left,0.7772904669845937,0.9023279651438676,0.1250374981592739,0.1385721189959328
164,CNN_matrix,0,loop,0.9035346571155772,0.9023279651438676,-0.0012066919717096392,-0.0013373097347340046
165,CNN_matrix,0,stem_right,0.7758429122327637,0.9023279651438676,0.1264850529111039,0.1401763635807708
166,CNN_matrix,0,strech_right,0.4761739144582421,0.9023279651438676,0.4261540506856255,0.472282880668205
167,CNN_matrix,0,pad_right,0.8870852194779877,0.9023279651438676,0.015242745665879909,0.016892688971963277
168,CNN_matrix,1,base,0.9377079926032041,0.9377079926032041,0.0,0.0
169,CNN_matrix,1,pad_left,0.9385834822987412,0.9377079926032041,-0.0008754896955370794,-0.0009336485371171932
170,CNN_matrix,1,stretch_left,0.9104700495721773,0.9377079926032041,0.02723794303102689,0.029047361487674506
171,CNN_matrix,1,stem_left,0.7497043951231587,0.9377079926032041,0.18800359748004547,0.20049268958252353
172,CNN_matrix,1,loop,0.9497589136401768,0.9377079926032041,-0.012050921036972695,-0.012851464562563475
173,CNN_matrix,1,stem_right,0.7258310249431931,0.9377079926032041,0.21187696766001107,0.22595196940980744
174,CNN_matrix,1,strech_right,0.610830303234148,0.9377079926032041,0.32687768936905615,0.34859219708856215
175,CNN_matrix,1,pad_right,0.9404939732407146,0.9377079926032041,-0.0027859806375104545,-0.0029710535257103654
176,CNN_matrix,2,base,0.9460167745584804,0.9460167745584804,0.0,0.0
177,CNN_matrix,2,pad_left,0.9408228903485376,0.9460167745584804,0.005193884209942823,0.005490266504383001
178,CNN_matrix,2,stretch_left,0.8999286461274559,0.9460167745584804,0.0460881284310245,0.048718087956246325
179,CNN_matrix,2,stem_left,0.7104892682040633,0.9460167745584804,0.2355275063544171,0.2489675793162771
180,CNN_matrix,2,loop,0.9465137633105458,0.9460167745584804,-0.000496988752065386,-0.0005253487733316575
181,CNN_matrix,2,stem_right,0.7241205339128262,0.9460167745584804,0.22189624064565427,0.2345584630348827
182,CNN_matrix,2,strech_right,0.5795908393898334,0.9460167745584804,0.3664259351686471,0.38733555791298024
183,CNN_matrix,2,pad_right,0.9372744328884128,0.9460167745584804,0.0087423416700676,0.009241212106569474
184,CNN_matrix,3,base,0.9384854837822226,0.9384854837822226,0.0,0.0
185,CNN_matrix,3,pad_left,0.9337532080274976,0.9384854837822226,0.004732275754725013,0.005042460258046111
186,CNN_matrix,3,stretch_left,0.9002569655867314,0.9384854837822226,0.03822851819549122,0.04073426691846649
187,CNN_matrix,3,stem_left,0.7143807340646162,0.9384854837822226,0.2241047497176064,0.2387940501907756
188,CNN_matrix,3,loop,0.9378898475088876,0.9384854837822226,0.0005956362733350318,0.0006346781954842395
189,CNN_matrix,3,stem_right,0.6684280871710443,0.9384854837822226,0.27005739661117834,0.287758736046519
190,CNN_matrix,3,strech_right,0.5877528106182262,0.9384854837822226,0.3507326731639965,0.3737220012721951
191,CNN_matrix,3,pad_right,0.9316192414034192,0.9384854837822226,0.0068662423788034,0.007316301101570111
192,CNN_matrix,4,base,0.9494634154871938,0.9494634154871938,0.0,0.0
193,CNN_matrix,4,pad_left,0.9516195809413308,0.9494634154871938,-0.0021561654541369935,-0.002270930526618198
194,CNN_matrix,4,stretch_left,0.9312208587166702,0.9494634154871938,0.018242556770523666,0.019213543642608855
195,CNN_matrix,4,stem_left,0.7507872605338818,0.9494634154871938,0.19867615495331203,0.20925098504334283
196,CNN_matrix,4,loop,0.9535301778526608,0.9494634154871938,-0.0040667623654669915,-0.004283221764137313
197,CNN_matrix,4,stem_right,0.7237729206581349,0.9494634154871938,0.2256904948290589,0.23770320282772706
198,CNN_matrix,4,strech_right,0.7327454744384901,0.9494634154871938,0.21671794104870368,0.22825307169681752
199,CNN_matrix,4,pad_right,0.9458069344183284,0.9494634154871938,0.0036564810688654026,0.00385110264305355
200,CNN_matrix,5,base,0.9278940143982332,0.9278940143982332,0.0,0.0
201,CNN_matrix,5,pad_left,0.9210156020591124,0.9278940143982332,0.006878412339120787,0.007412928882380654
202,CNN_matrix,5,stretch_left,0.8682855073775948,0.9278940143982332,0.05960850702063836,0.0642406418143523
203,CNN_matrix,5,stem_left,0.6956008838648247,0.9278940143982332,0.2322931305334085,0.25034446491613327
204,CNN_matrix,5,loop,0.9245346346744372,0.9278940143982332,0.0033593797237959633,0.003620434738955236
205,CNN_matrix,5,stem_right,0.6792611125965461,0.9278940143982332,0.24863290180168707,0.2679539882180756
206,CNN_matrix,5,strech_right,0.5407985884129353,0.9278940143982332,0.3870954259852979,0.4171763369293213
207,CNN_matrix,5,pad_right,0.9141706311497398,0.9278940143982332,0.013723383248493315,0.014789817625231017
208,CNN_matrix,6,base,0.8512711328684642,0.8512711328684642,0.0,0.0
209,CNN_matrix,6,pad_left,0.8356271457207459,0.8512711328684642,0.015643987147718308,0.0183772085575179
210,CNN_matrix,6,stretch_left,0.7969620906323942,0.8512711328684642,0.054309042236070026,0.06379758474020958
211,CNN_matrix,6,stem_left,0.7931988594833241,0.8512711328684642,0.058072273385140094,0.0682183045364857
212,CNN_matrix,6,loop,0.856478958683736,0.8512711328684642,-0.005207825815271794,-0.006117705175463062
213,CNN_matrix,6,stem_right,0.7674145777459427,0.8512711328684642,0.08385655512252155,0.09850745771204106
214,CNN_matrix,6,strech_right,0.4517851541412988,0.8512711328684642,0.39948597872716546,0.46928171683802744
215,CNN_matrix,6,pad_right,0.8431043160591929,0.8512711328684642,0.008166816809271338,0.00959367291329638
216,CNN_matrix,7,base,0.9257583018161554,0.9257583018161554,0.0,0.0
217,CNN_matrix,7,pad_left,0.914110503972104,0.9257583018161554,0.011647797844051344,0.012581899423640741
218,CNN_matrix,7,stretch_left,0.8679350855911376,0.9257583018161554,0.05782321622501774,0.06246038097803708
219,CNN_matrix,7,stem_left,0.8281560518902488,0.9257583018161554,0.0976022499259066,0.10542951625108865
220,CNN_matrix,7,loop,0.9248746918453932,0.9257583018161554,0.0008836099707622003,0.0009544715602644027
221,CNN_matrix,7,stem_right,0.8284093204676929,0.9257583018161554,0.09734898134846248,0.10515593666023082
222,CNN_matrix,7,strech_right,0.5033014161210057,0.9257583018161554,0.4224568856951497,0.45633604890863255
223,CNN_matrix,7,pad_right,0.9114110996062074,0.9257583018161554,0.014347202209948007,0.015497784013172367
224,CNN_matrix,8,base,0.9125056267349104,0.9125056267349104,0.0,0.0
225,CNN_matrix,8,pad_left,0.910711616543294,0.9125056267349104,0.001794010191616402,0.0019660264430759744
226,CNN_matrix,8,stretch_left,0.8397073999204068,0.9125056267349104,0.07279822681450365,0.07977838676456961
227,CNN_matrix,8,stem_left,0.6819826561506047,0.9125056267349104,0.2305229705843057,0.25262635520303955
228,CNN_matrix,8,loop,0.9229469506584284,0.9125056267349104,-0.010441323923517931,-0.011442476207931707
229,CNN_matrix,8,stem_right,0.6746295302667301,0.9125056267349104,0.2378760964681803,0.26068452566077716
230,CNN_matrix,8,strech_right,0.5509090320544273,0.9125056267349104,0.3615965946804831,0.3962677972456268
231,CNN_matrix,8,pad_right,0.894754204450031,0.9125056267349104,0.01775142228487947,0.019453493507099684
232,CNN_matrix,9,base,0.9096363536461824,0.9096363536461824,0.0,0.0
233,CNN_matrix,9,pad_left,0.9117954121357628,0.9096363536461824,-0.002159058489580312,-0.002373540240477423
234,CNN_matrix,9,stretch_left,0.850698992115297,0.9096363536461824,0.05893736153088547,0.06479222306215138
235,CNN_matrix,9,stem_left,0.7197652115791098,0.9096363536461824,0.18987114206707267,0.20873301875633488
236,CNN_matrix,9,loop,0.9120900434106116,0.9096363536461824,-0.0024536897644291678,-0.0026974403063309005
237,CNN_matrix,9,stem_right,0.6900884116525707,0.9096363536461824,0.21954794199361172,0.24135792409084866
238,CNN_matrix,9,strech_right,0.5793512770061657,0.9096363536461824,0.3302850766400167,0.3630957308556364
239,CNN_matrix,9,pad_right,0.8924542379647366,0.9096363536461824,0.017182115681445898,0.01888899406072897
240,CNN_matrix_pretrained,0,base,0.9780282412545496,0.9780282412545496,0.0,0.0
241,CNN_matrix_pretrained,0,pad_left,0.9761937615017684,0.9780282412545496,0.0018344797527811707,0.0018756920049957104
242,CNN_matrix_pretrained,0,stretch_left,0.9592196901412312,0.9780282412545496,0.01880855111331836,0.019231092027763963
243,CNN_matrix_pretrained,0,stem_left,0.42715300625694186,0.9780282412545496,0.5508752349976077,0.5632508467147959
244,CNN_matrix_pretrained,0,loop,0.9762962727206608,0.9780282412545496,0.0017319685338887947,0.0017708778344346365
245,CNN_matrix_pretrained,0,stem_right,0.4043946977419358,0.9780282412545496,0.5736335435126138,0.5865204288751364
246,CNN_matrix_pretrained,0,strech_right,0.9125514393218368,0.9780282412545496,0.06547680193271277,0.0669477620081026
247,CNN_matrix_pretrained,0,pad_right,0.9758180535985924,0.9780282412545496,0.002210187655957152,0.002259840322322515
248,CNN_matrix_pretrained,1,base,0.9727215997519948,0.9727215997519948,0.0,0.0
249,CNN_matrix_pretrained,1,pad_left,0.970439196945656,0.9727215997519948,0.0022824028063388457,0.002346409092715551
250,CNN_matrix_pretrained,1,stretch_left,0.962687532355388,0.9727215997519948,0.010034067396606838,0.010315456549093938
251,CNN_matrix_pretrained,1,stem_left,0.44335752749364704,0.9727215997519948,0.5293640722583477,0.5442092294376053
252,CNN_matrix_pretrained,1,loop,0.9718794414987936,0.9727215997519948,0.0008421582532012195,0.0008657752160700083
253,CNN_matrix_pretrained,1,stem_right,0.408548767385461,0.9727215997519948,0.5641728323665338,0.5799941447896042
254,CNN_matrix_pretrained,1,strech_right,0.9135140064004292,0.9727215997519948,0.05920759335156556,0.06086797431727753
255,CNN_matrix_pretrained,1,pad_right,0.9720601994943406,0.9727215997519948,0.0006614002576541544,0.0006799481555902487
256,CNN_matrix_pretrained,2,base,0.9678971605037576,0.9678971605037576,0.0,0.0
257,CNN_matrix_pretrained,2,pad_left,0.964096685580672,0.9678971605037576,0.0038004749230856616,0.003926527608684838
258,CNN_matrix_pretrained,2,stretch_left,0.9475954342708052,0.9678971605037576,0.020301726232952455,0.0209750860539627
259,CNN_matrix_pretrained,2,stem_left,0.3648613131124209,0.9678971605037576,0.6030358473913366,0.6230371076587072
260,CNN_matrix_pretrained,2,loop,0.9649031467285324,0.9678971605037576,0.002994013775225235,0.0030933180686953943
